DIB_CUST_ID,spend_1,spend_2,spend_3,spend_4,spend_5,spend_6,spend_7,visit_1,visit_2,visit_3,visit_4,visit_5,visit_6,visit_7,mean_s,mean_v,var_s,var_v,y
9.93E+14,61.7,106.04,281.55,318.83,242.81,313.3,282.03,33,45,126,124,119,122,122,229.4657143,98.71428571,10674.54196,1680.571429,1
9.93E+14,0,0,0,171.62,250.18,140.13,34.83,0,0,0,74,126,63,22,85.25142857,40.71428571,10336.39335,2366.904762,1
9.93E+14,2.23,0,10.62,4.79,23,0,10.28,4,0,5,6,18,0,5,7.274285714,5.428571429,67.49552857,36.61904762,1
9.93E+14,136.95,107.51,92.82,197.18,83.72,107.71,131.04,53,48,55,94,54,54,73,122.4185714,61.57142857,1447.837514,266.2857143,1
9.93E+14,0,0,0,0,0,0,8.89,0,0,0,0,0,0,5,1.27,0.714285714,11.2903,3.571428571,0
9.93E+14,10.63,54.48,94.91,93.88,23.36,68.41,141.76,9,42,54,59,10,51,79,69.63285714,43.42857143,2047.13359,663.6190476,1
9.93E+14,0,43.88,17.04,37.18,11.11,1.97,27.22,0,19,9,13,11,3,7,19.77142857,8.857142857,288.340681,40.14285714,1
9.93E+14,25.82,55.39,43.55,85.89,136,0.4,102.75,20,31,34,55,79,2,62,64.25714286,40.42857143,2193.213124,698.2857143,1
9.93E+14,93.52,113.47,103.53,104.69,147.21,109.99,141.44,66,73,58,63,101,75,84,116.2642857,74.28571429,408.6761952,211.9047619,1
9.93E+14,174.81,141.65,75.34,72.08,115.12,70.03,103.51,53,51,49,36,58,46,57,107.5057143,50,1577.280962,56,1
9.93E+14,25.33,34.36,37.98,35.65,40.39,24.34,23.74,42,59,74,45,52,37,39,31.68428571,49.71428571,49.28982857,173.2380952,1
9.93E+14,133.43,99.19,95,184.45,239.89,85.75,119.07,97,63,57,106,135,62,58,136.6828571,82.57142857,3165.25649,928.2857143,1
9.93E+14,55.96,45.95,21.79,13.26,101.78,25.16,25.07,18,20,10,18,39,21,16,41.28142857,20.28571429,930.8600476,80.9047619,1
9.93E+14,58.23,43.36,35.54,38.82,36.7,43,30.31,34,28,27,30,23,24,24,40.85142857,27.14285714,78.93634762,15.47619048,1
9.93E+14,24.15,44.26,104.99,4,0.97,77.81,22.92,6,19,34,4,2,33,16,39.87142857,16.28571429,1505.602981,176.9047619,0
9.93E+14,22.23,3.56,3.91,20.12,26.46,2.83,6.02,11,3,4,12,10,3,2,12.16142857,6.428571429,106.004581,18.95238095,1
9.93E+14,59.43,61.15,82.27,32.43,60.05,21.74,51.45,33,38,40,23,40,13,37,52.64571429,32,402.6731952,105.3333333,1
9.93E+14,15.5,13.91,27.08,18.93,16.98,25.31,21.36,20,16,30,19,21,24,22,19.86714286,21.71428571,24.60865714,19.57142857,1
9.93E+14,120,194.51,155.06,49.22,54.31,24.69,13.79,18,29,32,11,25,19,11,87.36857143,20.71428571,4836.136248,68.9047619,1
9.93E+14,2.21,40.29,17.57,22.65,10.19,13.12,31.99,4,32,8,14,9,16,25,19.71714286,15.42857143,171.3110238,99.28571429,1
9.93E+14,9.63,32.9,0.88,34.8,29.02,69.97,30.62,7,11,2,28,16,32,16,29.68857143,16,482.104681,117,1
9.93E+14,117.52,78.95,56.14,27.72,52.62,78.42,57,64,52,43,24,47,50,45,66.91,46.42857143,798.8458333,144.952381,1
9.93E+14,0,0,0,0,0,0,68.22,0,0,0,0,0,0,13,9.745714286,1.857142857,664.8526286,24.14285714,0
9.93E+14,119.35,98.36,180.21,103.88,155.13,126.89,97.46,57,51,79,45,50,60,45,125.8971429,55.28571429,983.3361905,140.9047619,1
9.93E+14,0,17.6,92.27,169.8,121.91,129.39,30.32,0,17,46,75,69,74,23,80.18428571,43.42857143,4195.339629,932.2857143,1
9.93E+14,14.1,0,60.1,117.16,49.43,52.71,6.16,10,0,33,72,41,37,5,42.80857143,28.28571429,1661.480614,641.2380952,0
9.93E+14,0,0,0,0,23.84,71.4,61.59,0,0,0,0,16,28,30,22.40428571,10.57142857,990.9949286,192.952381,1
9.93E+14,4.16,19.61,0,15.5,27.46,8.61,13.44,6,14,0,8,11,7,5,12.68285714,7.285714286,87.49015714,19.9047619,1
9.93E+14,0,56.9,112.82,65.48,0,0,56.95,0,31,55,36,0,0,28,41.73571429,21.42857143,1883.967729,475.2857143,1
9.93E+14,82.5,77.44,102.04,103.8,134.89,172.54,62.58,52,52,63,61,80,67,35,105.1128571,58.57142857,1421.739357,199.6190476,1
9.93E+14,4.08,9.04,0,75.44,13.48,18.34,7.47,4,4,0,32,6,12,6,18.26428571,9.142857143,671.3899286,114.4761905,1
9.93E+14,0,0,0,0,0,0,20.94,0,0,0,0,0,0,21,2.991428571,3,62.64051429,63,1
9.93E+14,70.19,0,51.72,61.27,35.45,13.39,20.55,33,0,24,31,18,12,10,36.08142857,18.28571429,683.469681,142.2380952,0
9.93E+14,5.7,1.98,7.76,3.78,7.45,4.53,5.02,9,4,7,5,9,7,5,5.174285714,6.571428571,4.121261905,3.952380952,1
9.93E+14,81.73,101.05,51.99,154.32,196.63,115.57,115.36,53,50,28,73,81,57,45,116.6642857,55.28571429,2243.723395,310.2380952,1
9.93E+14,0,0,0,0,0,34.67,138.07,0,0,0,0,0,14,55,24.67714286,9.857142857,2667.10069,423.4761905,1
9.93E+14,17.02,35.45,12.8,13.45,52.03,27.55,29.9,13,34,11,11,29,16,16,26.88571429,18.57142857,198.5612286,84.28571429,1
9.93E+14,2.75,0,0,0,0,11.15,9.82,3,0,0,0,0,6,10,3.388571429,2.714285714,24.65674762,15.57142857,1
9.93E+14,225.47,158.4,141.8,15.67,200.37,142.73,97.25,47,46,51,11,58,46,49,140.2414286,44,4764.002348,229.3333333,1
9.93E+14,69.32,71.26,11.96,61.78,54.82,93.88,76.44,50,58,15,54,37,58,52,62.78,46.28571429,652.5869333,240.9047619,1
9.93E+14,45.03,134.2,170.16,106.8,123.68,169.8,63.58,12,33,48,58,45,67,21,116.1785714,40.57142857,2347.830348,388.952381,1
9.93E+14,14.75,3.83,67.16,4.27,7.62,4.25,1.65,14,6,33,4,7,5,3,14.79,10.28571429,551.4284333,113.2380952,0
9.93E+14,0,0,5.13,0,23.42,64.92,8.93,0,0,2,0,14,21,5,14.62857143,6,561.866481,69,1
9.93E+14,313.05,440.41,351.84,262.35,413.43,392.26,584.65,121,187,154,115,139,175,190,393.9985714,154.4285714,10757.32561,943.2857143,1
9.93E+14,0,0,20.88,0,68.57,28.66,13.77,0,0,17,0,35,13,11,18.84,10.85714286,610.7014333,163.1428571,1
9.93E+14,199.77,176.89,369.51,102.49,302.27,311.09,367.33,50,70,121,48,97,95,105,261.3357143,83.71428571,10540.1577,791.2380952,1
9.93E+14,104.34,96.31,2.11,112.88,86.93,126.54,43.97,54,42,2,52,53,59,29,81.86857143,41.57142857,1915.685781,403.6190476,1
9.93E+14,67.72,48.97,81.45,52.53,137.8,81.55,121.99,40,39,52,44,68,52,58,84.57285714,50.42857143,1138.398024,108.6190476,1
9.93E+14,2.21,36.79,11.05,38.91,0,0,7.72,2,24,13,19,0,0,7,13.81142857,9.285714286,286.4647143,92.57142857,1
9.93E+14,73.52,42.34,128.78,124.37,61.3,159.51,23.18,49,30,67,67,35,96,16,87.57142857,51.42857143,2551.201348,743.6190476,1
9.93E+14,11.28,2.49,1.11,4.19,0,10.25,6.78,11,2,2,3,0,8,5,5.157142857,4.428571429,19.51412381,14.95238095,1
9.93E+14,102.42,123.31,49.1,104.67,108.49,109,97.2,35,45,31,44,51,52,23,99.17,40.14285714,552.9882,116.8095238,1
9.93E+14,24.95,44.36,21.89,20.64,32.28,11.54,30.05,11,17,16,13,25,6,20,26.53,15.42857143,107.7966667,38.28571429,1
9.93E+14,28.27,6.3,4.91,1.4,22.58,21.99,11.52,19,6,5,2,11,12,2,13.85285714,8.142857143,107.9610571,38.47619048,1
9.93E+14,35.6,26.03,34.94,42.36,13.35,67.24,24.24,31,17,27,35,14,50,17,34.82285714,27.28571429,293.1153571,162.9047619,1
9.93E+14,0,0,0,0,17.03,31,12.26,0,0,0,0,8,27,17,8.612857143,7.428571429,147.0098905,115.952381,1
9.93E+14,0,0,0,0,0,17.18,33.34,0,0,0,0,0,14,17,7.217142857,4.428571429,173.6829905,57.95238095,1
9.93E+14,0.81,34.9,16.21,37.54,76.63,22.68,53.77,2,15,8,26,21,20,29,34.64857143,17.28571429,627.461581,93.23809524,1
9.93E+14,186.12,277.47,241.27,160.64,147.3,255.68,176.92,93,117,112,79,94,108,113,206.4857143,102.2857143,2593.744195,192.5714286,1
9.93E+14,4.07,35.41,17.47,59.13,68.14,66.15,32.11,5,26,15,37,40,33,25,40.35428571,25.85714286,620.4410619,154.8095238,1
9.93E+14,117.69,128.07,93.51,150.32,78.51,26.73,133.87,55,61,37,94,51,26,70,104.1,56.28571429,1755.817233,491.9047619,1
9.93E+14,31.54,194.12,114.79,144.63,154.92,66.06,166.36,26,114,71,92,99,36,102,124.6314286,77.14285714,3346.792614,1170.142857,1
9.93E+14,31.73,16.6,48.91,3.02,52.14,31.69,14.61,12,11,16,3,19,11,2,28.38571429,10.57142857,329.9512952,38.95238095,1
9.93E+14,27.37,39.34,63.62,31.6,57.42,35.5,48.79,24,29,23,25,17,29,25,43.37714286,24.57142857,184.9252905,16.61904762,1
9.93E+14,5.1,1.26,0,2.88,0,0,5.99,6,2,0,4,0,0,5,2.175714286,2.428571429,6.439328571,6.619047619,0
9.93E+14,22.18,15.37,59.44,6.22,76.86,4.33,45.63,19,7,18,6,24,5,30,32.86142857,15.57142857,791.530381,95.61904762,1
9.93E+14,71.59,22.86,57.63,35.9,41.78,57.96,16.09,66,16,49,32,40,45,14,43.40142857,37.42857143,405.960781,341.952381,1
9.93E+14,110.19,28.56,107.51,95.47,65.21,114.51,93.44,39,11,43,41,32,48,50,87.84142857,37.71428571,952.2554143,173.9047619,1
9.93E+14,3.67,7.37,9.36,18.67,18.84,6.19,72.2,3,4,2,9,12,4,37,19.47142857,10.14285714,576.018381,153.1428571,0
9.93E+14,143.96,145.89,129.82,146.61,139.48,165.55,123.31,125,162,114,129,150,131,109,142.0885714,131.4285714,183.1320476,355.6190476,1
9.93E+14,0,16.23,1.39,1.03,5.46,3.7,9.19,0,5,3,2,5,4,2,5.285714286,3,33.13202857,3.333333333,0
9.93E+14,10.35,1.54,38.03,4.13,10.7,0,2.68,10,2,23,4,8,0,2,9.632857143,7,174.1601238,62.33333333,1
9.93E+14,141.33,92.89,32.13,118.6,109.03,55.58,61.38,72,49,21,64,42,28,36,87.27714286,44.57142857,1520.683657,343.2857143,1
9.93E+14,22.55,22.42,4.46,5.34,32.23,0,12.18,13,9,3,4,15,0,5,14.16857143,7,140.242081,30.33333333,1
9.93E+14,20.26,45.07,61.97,16.24,29.82,55.26,33.45,15,21,26,7,18,24,23,37.43857143,19.14285714,299.3445143,42.47619048,1
9.93E+14,41.25,65.55,61.74,76.16,88.49,178.97,47.71,28,42,36,55,52,93,46,79.98142857,50.28571429,2161.386814,439.5714286,1
9.93E+14,52.86,0,67.75,40.7,44.53,94.2,143.85,17,0,34,23,15,46,36,63.41285714,24.42857143,2073.63039,238.952381,1
9.93E+14,38.23,163.91,101.11,139.88,123.92,94.19,88.77,31,105,76,106,100,72,68,107.1442857,79.71428571,1644.402862,720.9047619,1
9.93E+14,223.71,131.82,172.99,145.31,113.65,180.27,141.34,129,87,106,93,66,118,88,158.4414286,98.14285714,1354.666614,449.1428571,1
9.93E+14,99.67,142.25,148.48,170.49,177.35,152.37,100.28,58,66,62,71,67,70,57,141.5557143,64.42857143,956.9829952,30.95238095,1
9.93E+14,0,0,0,0,0,24.77,25.35,0,0,0,0,0,16,17,7.16,4.714285714,149.5527,64.9047619,1
9.93E+14,82.25,64.19,110.54,136.15,15.11,89.61,38.86,59,30,58,84,12,49,21,76.67285714,44.71428571,1709.76789,631.9047619,1
9.93E+14,0,12.03,0,0,0,4.89,20.06,0,8,0,0,0,6,9,5.282857143,3.285714286,62.61275714,17.57142857,0
9.93E+14,41.12,4.29,11.4,0.91,1.4,10.95,42.21,20,5,4,3,5,3,16,16.04,8,323.7703333,48.66666667,0
9.93E+14,25.6,61.9,82.94,47.59,79.9,15.68,18.13,13,33,45,28,42,11,13,47.39142857,26.42857143,811.293081,205.2857143,1
9.93E+14,44.59,58.74,25.99,51.56,53.49,25.09,27.04,31,27,16,33,40,20,19,40.92857143,26.57142857,211.3972476,75.61904762,1
9.93E+14,3.03,0,24.15,0,23.27,0,1.05,3,0,11,0,9,0,2,7.357142857,3.571428571,126.0176571,20.95238095,0
9.93E+14,458.11,349.43,410.58,368.07,523.59,416.86,428.91,79,67,62,59,101,85,101,422.2214286,79.14285714,3333.925148,306.1428571,1
9.93E+14,37.64,106.21,37.68,73.01,36.82,73.31,32.46,27,59,22,35,24,43,26,56.73285714,33.71428571,783.4961238,177.2380952,1
9.93E+14,0,0,0,0,0,0,51.28,0,0,0,0,0,0,21,7.325714286,3,375.6626286,63,0
9.93E+14,0,0,0,0,0,159.22,168.19,0,0,0,0,0,76,72,46.77285714,21.14285714,6387.497224,1305.142857,1
9.93E+14,0,0,0,0,0,0,11.89,0,0,0,0,0,0,11,1.698571429,1.571428571,20.19601429,17.28571429,0
9.93E+14,95.31,150.23,38.52,112.84,22.76,93.39,152.41,32,51,17,42,14,29,50,95.06571429,33.57142857,2512.632095,220.952381,1
9.93E+14,6.47,10.12,8.18,26.05,22.45,4.25,5.37,2,8,9,14,12,5,4,11.84142857,7.714285714,76.52601429,18.9047619,0
9.93E+14,0,12.18,0.01,31.75,0,7.49,7.13,0,9,2,9,0,6,5,8.365714286,4.428571429,128.9092952,14.95238095,0
9.93E+14,86.73,17.58,55.62,26.05,48.75,0,40.93,39,8,27,15,25,0,16,39.38,18.57142857,799.9454667,167.6190476,0
9.93E+14,102.38,93.67,100.44,91.02,110.3,115.52,134.19,78,67,70,78,80,86,90,106.7885714,78.42857143,219.9818143,65.95238095,1
9.93E+14,44.81,43.5,8.69,17.52,36.1,29.15,40.46,35,30,15,19,35,23,23,31.46142857,25.71428571,190.6410476,60.9047619,1
9.93E+14,8.24,32.53,8.5,43.68,4.74,46.3,10.34,6,16,7,27,4,30,5,22.04714286,13.57142857,329.4714238,120.2857143,1
9.93E+14,19.88,39.65,49.63,36.27,26.53,52.18,59.81,20,35,39,27,19,44,43,40.56428571,32.42857143,205.2645286,109.952381,1
9.93E+14,14.68,2.35,0,0,1.87,11.92,4.27,15,4,0,0,2,12,3,5.012857143,5.142857143,34.82332381,35.47619048,1
9.93E+14,70.6,143,140.36,185.39,254.71,210.3,176.95,45,71,71,84,97,93,89,168.7585714,78.57142857,3427.021714,321.2857143,1
9.93E+14,26.75,37.13,45.46,68.93,60.67,14.91,33.87,22,31,45,55,59,18,26,41.10285714,36.57142857,356.0626238,268.952381,1
9.93E+14,29.63,19.15,66.82,10.86,97.26,256.86,379.55,17,11,45,5,45,160,219,122.8757143,71.71428571,19938.8655,7007.571429,1
9.93E+14,0,0.95,0,0,89.83,92.48,99.67,0,2,0,0,36,49,65,40.41857143,21.71428571,2520.227381,770.9047619,1
9.93E+14,82.56,51.89,68.5,53.16,70.91,93.11,97.71,29,35,40,32,21,43,59,73.97714286,37,327.2636571,146.3333333,1
9.93E+14,15.87,2.73,14.58,4.66,15.6,2.14,0.94,10,3,8,3,12,3,2,8.074285714,5.857142857,47.67772857,16.47619048,1
9.93E+14,41.57,41.37,0,37.68,24.56,34.04,18.77,23,31,0,30,19,17,14,28.28428571,19.14285714,228.9244286,111.8095238,0
9.93E+14,40.08,18.79,5.31,17.91,25.3,19.76,38.7,22,11,4,11,14,8,13,23.69285714,11.85714286,151.2019905,31.14285714,0
9.93E+14,96.25,78.66,76.88,108.11,108.97,87.52,115.99,54,45,45,49,55,41,47,96.05428571,48,242.1125619,25.66666667,1
9.93E+14,0,0,46.24,114.24,11.28,116.34,72.35,0,0,23,45,9,38,36,51.49285714,21.57142857,2587.51189,352.952381,1
9.93E+14,114.15,143.77,95.59,128.08,110.45,117.87,96.27,74,93,58,67,58,61,67,115.1685714,68.28571429,292.6372143,151.9047619,1
9.93E+14,0,0,0,0,0,0,34.63,0,0,0,0,0,0,19,4.947142857,2.714285714,171.3195571,51.57142857,0
9.93E+14,109.87,42.46,48.86,29.22,52.63,136.79,149.81,46,25,14,10,5,50,45,81.37714286,27.85714286,2447.359657,359.1428571,1
9.93E+14,0,0,1.01,0.39,13.04,0,4.09,0,0,2,2,3,0,3,2.647142857,1.428571429,23.14839048,1.952380952,0
9.93E+14,7.86,10.35,11.86,24.2,3.12,13.6,9.19,16,16,16,22,10,14,15,11.45428571,15.57142857,42.65792857,12.61904762,1
9.93E+14,138.9,33.66,87.16,88.89,146.07,109.19,81.89,88,20,62,45,65,64,51,97.96571429,56.42857143,1451.401362,440.952381,1
9.93E+14,137.94,102.58,254.83,177.56,183.81,206.51,197.16,61,40,117,84,80,90,97,180.0557143,81.28571429,2396.687095,620.5714286,1
9.93E+14,68.48,34.84,15.99,30.67,51.57,20.35,39.99,39,23,11,23,29,11,23,37.41285714,22.71428571,329.0665571,96.57142857,1
9.93E+14,0,9.32,16.93,76.86,102.81,61.38,70.19,0,5,12,58,42,26,45,48.21285714,26.85714286,1545.60439,491.4761905,0
9.93E+14,0,0,0,0,10.37,0,25.55,0,0,0,0,9,0,21,5.131428571,4.285714286,96.00308095,65.57142857,0
9.93E+14,13.08,23.5,6.87,3.7,17.53,30.17,5.38,6,10,6,4,4,14,4,14.31857143,6.857142857,99.25784762,14.47619048,1
9.93E+14,12.83,44.18,59.1,28.31,17.22,7.32,14.23,8,18,33,23,9,8,5,26.17,14.85714286,361.5448,105.1428571,1
9.93E+14,184.37,227.68,252.17,262.23,258.58,207.11,262.6,80,115,123,120,95,102,102,236.3914286,105.2857143,955.8895143,231.9047619,1
9.93E+14,0,0.08,0.32,0,0.94,0.9,1.04,0,2,3,0,5,2,3,0.468571429,2.142857143,0.224514286,3.142857143,1
9.93E+14,146.36,205.5,105.33,173.21,251.87,206.28,95.73,61,71,38,61,75,65,40,169.1828571,58.71428571,3256.984457,207.5714286,1
9.93E+14,188.04,117.88,154.66,165.16,165.43,184.03,101.93,116,81,110,120,116,125,85,153.8757143,107.5714286,1055.329962,303.6190476,1
9.93E+14,7.3,9.17,7.8,11.87,0,0,1.15,4,3,6,4,0,0,2,5.327142857,2.714285714,23.63152381,4.904761905,1
9.93E+14,0,0,0,0,0,0,2.11,0,0,0,0,0,0,3,0.301428571,0.428571429,0.636014286,1.285714286,0
9.93E+14,33.37,62.67,131.3,101.17,174.66,51.6,131.07,21,26,40,47,69,22,59,97.97714286,40.57142857,2611.25359,354.952381,1
9.93E+14,100.16,56.29,70.69,80.24,93.64,89.42,34.53,57,29,30,42,54,39,22,74.99571429,39,537.0550286,171.3333333,1
9.93E+14,0,48.51,0,11.45,7.39,31.85,9.98,0,26,0,7,9,26,12,15.59714286,11.42857143,325.0102571,118.6190476,0
9.93E+14,59.02,40.24,141.99,55.95,158.35,193.87,115.32,44,31,77,53,92,87,71,109.2485714,65,3467.738314,522.3333333,1
9.93E+14,0,12.3,3.7,26.81,24.06,8.41,35.29,0,5,4,17,9,6,21,15.79571429,8.857142857,172.0366286,56.47619048,1
9.93E+14,76.58,56.21,32.8,149.82,69.88,185.04,40.07,50,46,19,59,29,79,32,87.2,44.85714286,3341.278967,413.1428571,1
9.93E+14,84.08,61.79,52.29,36.3,87.46,81.91,45.33,77,49,53,37,77,74,29,64.16571429,56.57142857,422.0034952,391.952381,1
9.93E+14,32.18,9.74,40.5,72.87,19.61,20.7,36.37,18,4,22,46,8,13,12,33.13857143,17.57142857,421.5619143,192.6190476,1
9.93E+14,28.85,71,98.84,130.23,133.16,100.32,139.23,15,41,46,53,51,37,52,100.2328571,42.14285714,1576.137057,178.8095238,1
9.93E+14,12.96,7.75,44.39,65,155.24,39.05,55.87,11,3,30,19,73,28,32,54.32285714,28,2418.75059,506.6666667,1
9.93E+14,17.18,19.05,57.62,45.89,22.47,47.58,30.9,25,29,44,52,28,38,34,34.38428571,35.71428571,255.2708286,93.57142857,1
9.93E+14,66.57,87.2,52.94,20.28,64.14,73.36,71.93,55,73,56,21,56,55,59,62.34571429,53.57142857,451.6607286,247.2857143,1
9.93E+14,9.23,3.84,2.9,0,19.7,0,45.39,3,2,4,0,7,0,19,11.58,5,269.6693,44,0
9.93E+14,240.86,220.69,215.57,155.06,280.61,33.01,195.81,152,133,114,92,143,29,135,191.6585714,114,6378.962748,1799.333333,1
9.93E+14,0,0,0,0,0,0,12.13,0,0,0,0,0,0,11,1.732857143,1.571428571,21.01955714,17.28571429,1
9.93E+14,33.51,6.11,38.05,0,0,55.37,3.79,12,3,22,0,0,28,2,19.54714286,9.571428571,502.2700238,130.6190476,1
9.93E+14,104.44,70.37,32.15,0,111.35,49.71,133.8,64,43,18,0,54,23,71,71.68857143,39,2281.810114,684.6666667,1
9.93E+14,0,6.06,0,0,42.54,137.71,31.68,0,3,0,0,7,27,14,31.14142857,7.285714286,2504.253614,101.9047619,0
9.93E+14,126.87,183.37,169.52,165.69,171.84,128.1,131.87,78,120,101,104,119,91,81,153.8942857,99.14285714,575.8157619,283.1428571,1
9.93E+14,27.34,14.82,9.36,30.31,54.75,8.26,42.65,19,10,4,9,26,6,21,26.78428571,13.57142857,306.0734286,70.28571429,1
9.93E+14,55.31,149.12,125.34,154.17,106.69,68.5,139,34,87,66,81,61,39,65,114.0185714,61.85714286,1528.139781,387.4761905,1
9.93E+14,43.03,28.52,24.56,23.87,21.02,17.32,23.27,33,34,30,25,20,15,19,25.94142857,25.14285714,68.42558095,55.14285714,1
9.93E+14,58.17,93.59,39.37,50.76,58.87,9.13,52.66,20,40,15,19,37,8,19,51.79285714,22.57142857,635.6700905,135.6190476,1
9.93E+14,0,15.05,5.13,0,8.58,75.57,12.97,0,10,5,0,9,30,9,16.75714286,9,706.6447905,103.3333333,1
9.93E+14,8.04,1.33,0.51,19.37,8.82,19.41,12.38,5,2,2,13,10,15,3,9.98,7.142857143,58.74493333,29.80952381,1
9.93E+14,0,0,0,0,0,0,4.41,0,0,0,0,0,0,2,0.63,0.285714286,2.7783,0.571428571,0
9.93E+14,112.52,100.82,114.6,109.74,140.54,115.48,112.78,88,61,68,63,93,77,69,115.2114286,74.14285714,148.697981,152.8095238,1
9.93E+14,13.97,0,5.03,8.98,0,0,5.02,13,0,5,10,0,0,6,4.714285714,4.857142857,28.45519524,27.47619048,1
9.93E+14,157.01,126.08,112.36,128.79,130.27,167.54,153.82,78,61,57,75,70,91,71,139.41,71.85714286,402.4034,126.1428571,1
9.93E+14,0,2.57,16.34,0,58.86,0,83.65,0,3,7,0,7,0,18,23.06,5,1168.846233,42.66666667,0
9.93E+14,91.89,80.29,30.37,60.15,62.38,56.77,68.15,43,40,21,38,31,37,32,64.28571429,34.57142857,376.7606619,53.61904762,1
9.93E+14,255.63,323.04,139.49,204.84,270.79,263.16,332.79,123,157,63,104,125,146,150,255.6771429,124,4475.40139,1062,0
9.93E+14,13.94,0,47.39,58.16,0,68.47,3.54,3,0,38,39,0,41,3,27.35714286,17.71428571,880.7501571,411.2380952,1
9.93E+14,6.02,3.83,4.92,9.49,0,0,3.64,6,3,6,8,0,0,6,3.985714286,4.142857143,11.20399524,10.14285714,0
9.93E+14,0,3.51,0,2.3,0,0,2.41,0,4,0,3,0,0,2,1.174285714,1.285714286,2.294261905,2.904761905,0
9.93E+14,29.96,133.01,127.26,119.64,159.86,236.2,96.88,18,70,53,64,73,83,53,128.9728571,59.14285714,3898.584624,445.1428571,1
9.93E+14,150.93,153.29,272.78,252.18,157.11,143.24,246.52,97,84,130,125,89,60,136,196.5785714,103,3292.131114,790.6666667,1
9.93E+14,0,0,0,0,56.71,50.08,4.96,0,0,0,0,30,27,4,15.96428571,8.714285714,660.7705286,185.5714286,0
9.93E+14,0,0,10.22,0,0,0,5.03,0,0,7,0,0,0,4,2.178571429,1.571428571,16.08768095,7.952380952,0
9.93E+14,1.36,5.75,3.65,2.47,0.47,3.01,3.03,3,12,8,7,3,7,9,2.82,7,2.8551,10.33333333,1
9.93E+14,0,0,0,0,0,0,48.1,0,0,0,0,0,0,21,6.871428571,3,330.5157143,63,0
9.93E+14,86.87,99.52,108.39,143.17,195.64,184.84,190.4,78,88,110,103,119,140,148,144.1185714,112.2857143,2166.420848,657.5714286,1
9.93E+14,46.16,132.7,86.16,84.34,94.11,92.75,144.43,15,37,29,30,27,28,35,97.23571429,28.71428571,1068.767895,50.23809524,1
9.93E+14,46.91,45.94,68.59,56.69,34.93,42.09,57,26,27,30,24,25,27,27,50.30714286,26.57142857,125.7314238,3.619047619,1
9.93E+14,179.55,247.3,218.46,230.73,172.66,154.12,178.1,113,155,144,143,111,105,119,197.2742857,127.1428571,1203.441729,388.1428571,1
9.93E+14,0,0,0,37.9,16.57,30.09,35.56,0,0,0,22,13,14,18,17.16,9.571428571,303.2729,88.61904762,1
9.93E+14,0,2.83,0.3,9.48,0,12.31,10.84,0,4,2,2,0,12,12,5.108571429,4.571428571,30.72141429,27.61904762,1
9.93E+14,23.81,13.67,61.8,80.55,16.12,32.98,31.39,13,14,35,63,13,20,24,37.18857143,26,618.877581,328.6666667,1
9.93E+14,24.79,22.24,36.49,84.1,40.11,46.43,34.02,11,22,25,50,37,39,22,41.16857143,29.42857143,428.5750476,173.6190476,1
9.93E+14,227.89,251.49,196.13,180.21,192.72,328.23,325.72,103,114,87,77,81,130,125,243.1985714,102.4285714,3845.721148,457.952381,1
9.93E+14,0,0,92.07,73.12,34.07,0,50.03,0,0,53,49,21,0,33,35.61285714,22.28571429,1434.87599,543.9047619,0
9.93E+14,98.17,99.53,145.73,114.44,40.52,95.3,82.99,59,54,94,79,27,51,60,96.66857143,60.57142857,1012.487981,453.6190476,1
9.93E+14,0,0,2.31,0,0,0,3.13,0,0,5,0,0,0,4,0.777142857,1.285714286,1.817557143,4.904761905,0
9.93E+14,7.57,0,0.89,0,2.54,12.18,28.02,7,0,2,0,4,7,14,7.314285714,4.857142857,103.9216619,24.80952381,1
9.93E+14,13.2,6.03,5.81,43.95,21.84,13.2,23.56,13,5,9,30,15,16,18,18.22714286,15.14285714,176.1095905,62.47619048,1
9.93E+14,213.8,140.87,75.21,161.22,355.85,180.66,137.69,126,86,48,92,150,87,76,180.7571429,95,7786.168457,1118.333333,1
9.93E+14,150.86,147.47,209.4,205.3,174.38,169.17,77.98,62,72,100,85,79,94,43,162.08,76.42857143,1953.476567,381.6190476,1
9.93E+14,145.19,111.15,81.47,102.94,66.14,71.19,210.78,89,64,59,59,47,41,117,112.6942857,68,2606.528829,698.3333333,1
9.93E+14,90.29,58.83,59.07,54.98,122.3,243.02,153.28,36,32,27,26,55,100,71,111.6814286,49.57142857,4721.149448,764.952381,1
9.93E+14,0,4.54,5.46,8.85,0,9.39,7.78,0,6,7,8,0,7,10,5.145714286,5.428571429,15.34959524,15.28571429,1
9.93E+14,0,43.12,25.12,42.24,57.18,61.98,30.38,0,25,17,27,36,36,19,37.14571429,22.85714286,441.6591619,156.4761905,1
9.93E+14,57.91,168.74,128.24,63.36,114.35,60.21,69.11,33,74,46,39,52,35,25,94.56,43.42857143,1862.157733,258.952381,1
9.93E+14,1.05,9.36,1.03,1.53,0,1.37,12.2,2,2,3,3,0,3,5,3.791428571,2.571428571,23.70104762,2.285714286,0
9.93E+14,121.38,48.94,97.72,102.34,93.52,171.1,112.7,41,19,42,50,50,66,51,106.8142857,45.57142857,1334.725162,204.2857143,1
9.93E+14,0,0,7.44,0,0,0,54.92,0,0,4,0,0,0,21,8.908571429,3.571428571,419.3369143,61.28571429,0
